Node ID,X,Y
923,121.422723,31.153779
924,121.429698,31.17405
925,121.491291,31.262521
926,121.619386,31.194088
927,121.485335,31.214328
928,121.521198,31.208634
929,121.593818,31.171834
930,121.418949,31.205376
931,121.533745,31.298923
932,121.431833,31.272336
933,121.526342,31.287046
934,121.522697,31.240599
935,121.496117,31.171376
936,121.491628,31.251456
937,121.459339,31.230116
938,121.531582,31.266043
939,121.467856,31.270319
940,121.501344,31.224052
941,121.422178,31.230029
942,121.625002,31.200659
943,121.482078,31.278837
944,121.392634,31.257886
945,121.395385,31.209861
946,121.450635,31.292733
947,121.464879,31.243047
948,121.376168,31.21621
949,121.594381,31.246569
950,121.53187,31.305236
951,121.483826,31.169808
952,121.396277,31.223983
953,121.532018,31.309665
954,121.534809,31.291906
955,121.509219,31.233358
956,121.504745,31.187738
957,121.520122,31.15118
958,121.414453,31.179976
959,121.432541,31.23149
960,121.545307,31.17972
961,121.545423,31.30718
962,121.445328,31.288221
963,121.376789,31.223603
964,121.443101,31.20004
965,121.504109,31.175824
966,121.492137,31.247925
967,121.504315,31.215151
968,121.455628,31.204271
969,121.459049,31.161609
970,121.469558,31.244456
971,121.397028,31.275321
972,121.554697,31.169555
973,121.560432,31.169309
974,121.43269,31.168105
975,121.636405,31.187391
976,121.493043,31.223764
977,121.394205,31.276077
978,121.495265,31.246787
979,121.437106,31.188204
980,121.432918,31.289441
981,121.570194,31.239331
982,121.429784,31.284467
983,121.405928,31.2196
984,121.478207,31.19522
985,121.508932,31.262461
986,121.479698,31.167754
987,121.409213,31.155763
988,121.561639,31.162714
989,121.482344,31.243732
990,121.548345,31.272305
991,121.51875,31.174398
992,121.610196,31.202689
993,121.630388,31.186496
994,121.505886,31.243664
995,121.459247,31.268698
996,121.576482,31.165708
997,121.528174,31.264689
998,121.399521,31.260812
999,121.52609,31.193391
1000,121.45007,31.292893
1001,121.415235,31.229634
1002,121.461375,31.23301
1003,121.47769,31.233587
1004,121.527964,31.23767
1005,121.381272,31.243594
1006,121.394733,31.176641
1007,121.561662,31.166981
1008,121.445525,31.235504
1009,121.540013,31.187666
1010,121.573789,31.172333
1011,121.460267,31.274297
1012,121.502353,31.260228
1013,121.427502,31.147949
1014,121.457431,31.246193
1015,121.488594,31.144503
1016,121.415904,31.165578
1017,121.471915,31.223677
1018,121.523023,31.217733
1019,121.481708,31.250733
1020,121.470546,31.246717
1021,121.544545,31.22004
1022,121.485297,31.246803
1023,121.546219,31.306917
1024,121.471048,31.244932
1025,121.515076,31.285824
1026,121.557298,31.23124
1027,121.420034,31.287994
1028,121.523398,31.173322
1029,121.421882,31.195585
1030,121.387203,31.203714
1031,121.482195,31.14394
1032,121.52163,31.255332
1033,121.529502,31.217373
1034,121.397209,31.248651
1035,121.566717,31.25168
1036,121.518257,31.28512
1037,121.478169,31.230961
1038,121.490472,31.245947
1039,121.502863,31.29629
1040,121.513392,31.225975
1041,121.569581,31.253444
1042,121.433627,31.210134
1043,121.48345,31.226397
1044,121.563942,31.205895
1045,121.430947,31.194799
1046,121.401867,31.282548
1047,121.5832,31.231451
1048,121.404014,31.158786
1049,121.409251,31.155688
1050,121.448877,31.183186
1051,121.409115,31.24131
1052,121.556511,31.162419
1053,121.490871,31.289544
1054,121.599133,31.217778
1055,121.582646,31.238885
1056,121.398577,31.217814
1057,121.408365,31.146431
1058,121.454567,31.18003
1059,121.483191,31.284316
1060,121.501261,31.237785
1061,121.450832,31.233934
1062,121.399696,31.203237
1063,121.39787,31.248592
1064,121.457738,31.240105
1065,121.46497,31.149156
1066,121.545716,31.306858
1067,121.528407,31.193055
1068,121.520289,31.223861
1069,121.540207,31.21632
1070,121.617107,31.206751
1071,121.462921,31.247864
1072,121.451094,31.167901
1073,121.426921,31.172834
1074,121.526583,31.168255
